,device_name,mac_addr,eddystone_instance_id,rssi,timestamp
10:46.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-48,10:46.6
10:46.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,10:46.6
10:46.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-89,10:46.6
10:46.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-77,10:46.6
10:46.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,10:46.7
10:46.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-93,10:46.9
10:47.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-76,10:47.0
10:47.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,10:47.0
10:47.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,10:47.1
10:47.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-75,10:47.1
10:47.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-47,10:47.1
10:47.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-92,10:47.4
10:47.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-75,10:47.4
10:47.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,10:47.4
10:47.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-79,10:47.4
10:47.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,10:47.5
10:47.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-84,10:47.5
10:47.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,10:47.8
10:47.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-74,10:47.8
10:47.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,10:47.8
10:47.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,10:47.8
10:47.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,10:47.9
10:47.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,10:47.9
10:48.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-79,10:48.1
10:48.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-92,10:48.2
10:48.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,10:48.2
10:48.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-84,10:48.2
10:48.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,10:48.2
10:48.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-73,10:48.2
10:48.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-76,10:48.6
10:48.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,10:48.6
10:48.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-89,10:48.6
10:48.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,10:48.7
10:48.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,10:48.7
10:48.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-91,10:48.7
10:49.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-92,10:49.0
10:49.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,10:49.1
10:49.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,10:49.1
10:49.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,10:49.1
10:49.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-73,10:49.1
10:49.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-47,10:49.1
10:49.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-50,10:49.3
10:49.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-81,10:49.4
10:49.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-85,10:49.4
10:49.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-72,10:49.4
10:49.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-90,10:49.5
10:49.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-76,10:49.5
10:49.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,10:49.7
10:49.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-77,10:49.7
10:49.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-56,10:49.8
10:49.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-91,10:49.9
10:49.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,10:49.9
10:49.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-85,10:49.9
10:50.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-56,10:50.2
10:50.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-74,10:50.3
10:50.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,10:50.3
10:50.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-90,10:50.3
10:50.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,10:50.3
10:50.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,10:50.3
10:50.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,10:50.4
10:50.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-88,10:50.5
10:50.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-55,10:50.7
10:50.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-79,10:50.7
10:50.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-83,10:50.7
10:50.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-89,10:50.7
10:51.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,10:51.0
10:51.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,10:51.0
10:51.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,10:51.1
10:51.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-56,10:51.1
10:51.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-76,10:51.1
10:51.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,10:51.1
10:51.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,10:51.5
10:51.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,10:51.5
10:51.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-55,10:51.5
10:51.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-83,10:51.5
10:51.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-74,10:51.5
10:51.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-97,10:51.5
10:51.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,10:51.9
10:51.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-89,10:51.9
10:51.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-56,10:51.9
10:51.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-86,10:51.9
10:52.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-76,10:52.0
10:52.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-90,10:52.0
10:52.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-90,10:52.2
10:52.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,10:52.3
10:52.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-72,10:52.3
10:52.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-77,10:52.3
10:52.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,10:52.3
10:52.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-58,10:52.4
10:52.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,10:52.4
10:52.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-55,10:52.7
10:52.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-73,10:52.7
10:52.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,10:52.7
10:52.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-74,10:52.7
10:52.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,10:52.8
10:53.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-57,10:53.1
10:53.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,10:53.1
10:53.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-89,10:53.1
10:53.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-77,10:53.1
10:53.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-76,10:53.1
10:53.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-88,10:53.2
10:53.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-93,10:53.4
10:53.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,10:53.5
10:53.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-57,10:53.5
10:53.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-80,10:53.5
10:53.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,10:53.5
10:53.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-80,10:53.6
10:53.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-91,10:53.7
10:53.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,10:53.8
10:53.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-57,10:53.8
10:53.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-85,10:53.9
10:53.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-92,10:53.9
10:54.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,10:54.0
10:54.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-80,10:54.3
10:54.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-92,10:54.3
10:54.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,10:54.3
10:54.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-57,10:54.3
10:54.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-75,10:54.4
10:54.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-89,10:54.4
10:54.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-95,10:54.7
10:54.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-93,10:54.7
10:54.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,10:54.8
10:54.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-60,10:54.8
10:54.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,10:54.8
10:54.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-76,10:54.8
10:54.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-89,10:54.9
10:55.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-64,10:55.1
10:55.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-93,10:55.1
10:55.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-88,10:55.1
10:55.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,10:55.2
10:55.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,10:55.2
10:55.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,10:55.4
10:55.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,10:55.5
10:55.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-97,10:55.5
10:55.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,10:55.6
10:55.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-59,10:55.6
10:55.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-59,10:55.9
10:55.9,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,10:55.9
10:55.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-88,10:55.9
10:55.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-77,10:55.9
10:56.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-90,10:56.0
10:56.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,10:56.0
10:56.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-59,10:56.3
10:56.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-75,10:56.3
10:56.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-85,10:56.3
10:56.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-88,10:56.4
10:56.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,10:56.4
10:56.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-76,10:56.4
10:56.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-92,10:56.6
10:56.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,10:56.6
10:56.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-80,10:56.6
10:56.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-56,10:56.8
10:56.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-85,10:56.8
10:56.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-72,10:56.8
10:57.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,10:57.1
10:57.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-86,10:57.2
10:57.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-56,10:57.2
10:57.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-86,10:57.2
10:57.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-94,10:57.2
10:57.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,10:57.2
10:57.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-92,10:57.5
10:57.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,10:57.6
10:57.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-79,10:57.6
10:57.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-58,10:57.6
10:57.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,10:57.6
10:57.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,10:57.6
10:57.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-96,10:57.7
10:57.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-81,10:57.9
10:58.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-77,10:58.0
10:58.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-85,10:58.0
10:58.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-56,10:58.0
10:58.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,10:58.0
10:58.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-93,10:58.3
10:58.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,10:58.4
10:58.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-77,10:58.4
10:58.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-57,10:58.4
10:58.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,10:58.4
10:58.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-66,10:58.7
10:58.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-83,10:58.8
10:58.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-92,10:58.8
10:58.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-92,10:58.8
10:58.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,10:58.8
10:58.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-95,10:58.9
10:59.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-59,10:59.1
10:59.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-87,10:59.2
10:59.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-86,10:59.2
10:59.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-90,10:59.2
10:59.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,10:59.4
10:59.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-93,10:59.5
10:59.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-74,10:59.6
10:59.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-56,10:59.6
10:59.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,10:59.6
10:59.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-92,10:59.6
10:59.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-88,10:59.8
10:59.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-89,10:59.9
11:00.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-71,11:00.0
11:00.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-67,11:00.0
11:00.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,11:00.0
11:00.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,11:00.0
11:00.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-62,11:00.4
11:00.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-66,11:00.4
11:00.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,11:00.4
11:00.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-82,11:00.4
11:00.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,11:00.5
11:00.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,11:00.7
11:00.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,11:00.8
11:00.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-71,11:00.8
11:00.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-69,11:00.8
11:00.9,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-70,11:00.9
11:01.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-89,11:01.2
11:01.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,11:01.2
11:01.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-66,11:01.2
11:01.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-80,11:01.2
11:01.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-93,11:01.3
11:01.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,11:01.3
11:01.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-91,11:01.5
11:01.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,11:01.6
11:01.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-73,11:01.7
11:01.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-87,11:01.7
11:01.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,11:01.7
11:01.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-87,11:01.9
11:02.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,11:02.0
11:02.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,11:02.0
11:02.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-80,11:02.0
11:02.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,11:02.1
11:02.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,11:02.1
11:02.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-85,11:02.4
11:02.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,11:02.4
11:02.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-80,11:02.4
11:02.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-88,11:02.4
11:02.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,11:02.5
11:02.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-72,11:02.6
11:02.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,11:02.8
11:02.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-83,11:02.8
11:02.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-94,11:02.8
11:02.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-71,11:02.9
11:02.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,11:02.9
11:03.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-68,11:03.2
11:03.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-85,11:03.2
11:03.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-84,11:03.2
11:03.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-82,11:03.3
11:03.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-83,11:03.3
11:03.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-85,11:03.3
11:03.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-75,11:03.4
11:03.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-77,11:03.4
11:03.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-75,11:03.6
11:03.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,11:03.7
11:03.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,11:03.7
11:03.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-88,11:03.7
11:03.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-89,11:03.9
11:04.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,11:04.0
11:04.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-76,11:04.1
11:04.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,11:04.1
11:04.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-68,11:04.1
11:04.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,11:04.1
11:04.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,11:04.4
11:04.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-70,11:04.4
11:04.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,11:04.5
11:04.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-88,11:04.5
11:04.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-83,11:04.5
11:04.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,11:04.5
11:04.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-88,11:04.7
11:04.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-78,11:04.8
11:04.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-86,11:04.8
11:04.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-88,11:04.8
11:04.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-65,11:04.8
11:04.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-82,11:04.8
11:05.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-78,11:05.1
11:05.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-65,11:05.2
11:05.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-86,11:05.2
11:05.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-76,11:05.2
11:05.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-84,11:05.3
11:05.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-88,11:05.3
11:05.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,11:05.4
11:05.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-88,11:05.6
11:05.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-64,11:05.7
