,device_name,mac_addr,eddystone_instance_id,rssi,timestamp
06:22.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-72,06:22.4
06:22.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-80,06:22.4
06:22.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-96,06:22.6
06:22.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-92,06:22.6
06:22.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-48,06:22.8
06:22.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-80,06:22.8
06:22.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-71,06:22.8
06:23.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-96,06:23.1
06:23.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,06:23.1
06:23.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-71,06:23.1
06:23.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-91,06:23.2
06:23.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-48,06:23.2
06:23.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-48,06:23.5
06:23.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-72,06:23.6
06:23.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-80,06:23.6
06:23.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-92,06:23.6
06:23.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-100,06:23.6
06:23.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-72,06:23.7
06:23.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-80,06:23.8
06:23.9,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-93,06:23.9
06:24.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-45,06:24.0
06:24.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-96,06:24.1
06:24.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-93,06:24.1
06:24.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-100,06:24.1
06:24.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,06:24.4
06:24.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-76,06:24.4
06:24.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-47,06:24.4
06:24.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-95,06:24.5
06:24.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-98,06:24.8
06:24.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,06:24.8
06:24.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-76,06:24.8
06:24.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-46,06:24.8
06:25.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-95,06:25.1
06:25.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-76,06:25.1
06:25.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-96,06:25.2
06:25.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,06:25.2
06:25.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-46,06:25.2
06:25.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-97,06:25.4
06:25.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,06:25.6
06:25.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,06:25.6
06:25.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-45,06:25.6
06:25.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-45,06:25.8
06:25.9,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-97,06:25.9
06:26.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,06:26.0
06:26.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-76,06:26.0
06:26.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,06:26.3
06:26.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-46,06:26.3
06:26.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-94,06:26.4
06:26.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,06:26.4
06:26.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-95,06:26.8
06:26.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,06:26.8
06:26.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:26.8
06:27.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-90,06:27.2
06:27.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-79,06:27.2
06:27.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-93,06:27.2
06:27.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-95,06:27.2
06:27.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-96,06:27.2
06:27.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:27.3
06:27.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-92,06:27.5
06:27.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-91,06:27.6
06:27.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-94,06:27.6
06:27.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-93,06:27.6
06:27.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:27.7
06:27.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-79,06:27.7
06:27.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-97,06:27.8
06:28.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-44,06:28.0
06:28.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-95,06:28.0
06:28.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-78,06:28.0
06:28.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-95,06:28.0
06:28.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-96,06:28.1
06:28.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,06:28.2
06:28.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,06:28.3
06:28.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:28.4
06:28.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-90,06:28.4
06:28.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-96,06:28.4
06:28.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-99,06:28.8
06:28.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-89,06:28.8
06:28.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-89,06:28.8
06:28.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-42,06:28.9
06:28.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-94,06:28.9
06:29.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-90,06:29.3
06:29.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-85,06:29.3
06:29.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:29.3
06:29.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-94,06:29.3
06:29.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-97,06:29.3
06:29.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-94,06:29.6
06:29.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-83,06:29.6
06:29.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-91,06:29.7
06:29.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:29.7
06:30.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:30.0
06:30.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-83,06:30.1
06:30.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-92,06:30.1
06:30.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-93,06:30.1
06:30.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-96,06:30.4
06:30.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-93,06:30.4
06:30.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-97,06:30.4
06:30.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-83,06:30.5
06:30.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:30.5
06:30.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-83,06:30.8
06:30.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-44,06:30.8
06:30.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-96,06:30.8
06:30.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-95,06:30.9
06:30.9,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-98,06:30.9
06:30.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-91,06:30.9
06:31.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-95,06:31.2
06:31.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-92,06:31.2
06:31.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-82,06:31.2
06:31.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:31.2
06:31.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-95,06:31.3
06:31.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-97,06:31.3
06:31.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-94,06:31.7
06:31.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-83,06:31.7
06:31.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-43,06:31.7
06:31.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-95,06:31.7
06:31.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-93,06:31.7
06:31.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-96,06:31.7
06:31.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-95,06:31.8
06:32.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-93,06:32.0
06:32.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,06:32.0
06:32.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-93,06:32.1
06:32.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-89,06:32.1
06:32.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-44,06:32.1
06:32.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-94,06:32.4
06:32.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,06:32.5
06:32.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-96,06:32.5
06:32.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-45,06:32.5
06:32.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-88,06:32.5
06:32.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-96,06:32.9
06:32.9,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,06:32.9
06:32.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-93,06:32.9
06:32.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-45,06:32.9
06:32.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-89,06:32.9
06:33.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-88,06:33.2
06:33.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-94,06:33.3
06:33.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,06:33.3
06:33.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,06:33.3
06:33.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-44,06:33.3
06:33.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-44,06:33.6
06:33.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-89,06:33.7
06:33.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-96,06:33.7
06:33.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-92,06:33.7
06:33.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-97,06:33.7
06:34.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-93,06:34.0
06:34.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-94,06:34.1
06:34.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-44,06:34.1
06:34.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-88,06:34.1
06:34.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-90,06:34.1
06:34.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,06:34.5
06:34.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-45,06:34.5
06:34.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-88,06:34.5
06:34.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-92,06:34.5
06:34.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,06:34.5
06:34.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-91,06:34.7
06:34.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-95,06:34.8
06:34.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,06:34.9
06:34.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-45,06:34.9
06:34.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-88,06:34.9
06:35.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-45,06:35.2
06:35.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,06:35.3
06:35.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-92,06:35.3
06:35.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,06:35.3
06:35.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-89,06:35.4
06:35.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-88,06:35.7
06:35.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-96,06:35.7
06:35.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-92,06:35.7
06:35.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,06:35.7
