,device_name,mac_addr,eddystone_instance_id,rssi,timestamp
03:14.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,03:14.5
03:14.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,03:14.5
03:14.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-47,03:14.5
03:14.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-78,03:14.6
03:14.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,03:14.6
03:14.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,03:14.6
03:14.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,03:14.9
03:14.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,03:14.9
03:15.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-47,03:15.0
03:15.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,03:15.0
03:15.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-77,03:15.0
03:15.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,03:15.0
03:15.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,03:15.2
03:15.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,03:15.3
03:15.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:15.4
03:15.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-48,03:15.4
03:15.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-78,03:15.4
03:15.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,03:15.4
03:15.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,03:15.7
03:15.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,03:15.8
03:15.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-47,03:15.8
03:15.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,03:15.8
03:15.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,03:15.8
03:15.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-78,03:15.8
03:16.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,03:16.1
03:16.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,03:16.2
03:16.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,03:16.2
03:16.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-48,03:16.2
03:16.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,03:16.2
03:16.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-78,03:16.2
03:16.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-77,03:16.4
03:16.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-48,03:16.5
03:16.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,03:16.5
03:16.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-83,03:16.6
03:16.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:16.6
03:16.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,03:16.6
03:16.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-81,03:16.9
03:17.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-81,03:17.0
03:17.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-80,03:17.0
03:17.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:17.0
03:17.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:17.1
03:17.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,03:17.1
03:17.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:17.4
03:17.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,03:17.4
03:17.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-80,03:17.4
03:17.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-80,03:17.4
03:17.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:17.4
03:17.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:17.5
03:17.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:17.8
03:17.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,03:17.8
03:17.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:17.8
03:17.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-82,03:17.8
03:17.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:17.8
03:17.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:17.8
03:18.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:18.1
03:18.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,03:18.1
03:18.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:18.2
03:18.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-81,03:18.2
03:18.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-80,03:18.3
03:18.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:18.3
03:18.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,03:18.6
03:18.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:18.6
03:18.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-81,03:18.6
03:18.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:18.6
03:18.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-81,03:18.7
03:18.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-80,03:18.7
03:19.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:19.0
03:19.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:19.0
03:19.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,03:19.0
03:19.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:19.0
03:19.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-81,03:19.1
03:19.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:19.1
03:19.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-81,03:19.4
03:19.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-80,03:19.4
03:19.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:19.4
03:19.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,03:19.4
03:19.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,03:19.5
03:19.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:19.5
03:19.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-80,03:19.8
03:19.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-81,03:19.8
03:19.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-79,03:19.8
03:19.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:19.8
03:19.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-81,03:19.9
03:19.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:19.9
03:19.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:19.9
03:20.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:20.1
03:20.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,03:20.2
03:20.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:20.2
03:20.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-87,03:20.2
03:20.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:20.2
03:20.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-81,03:20.6
03:20.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:20.6
03:20.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-86,03:20.7
03:20.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-80,03:20.7
03:20.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,03:20.7
03:20.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:20.7
03:20.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-81,03:20.7
03:20.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-51,03:20.9
03:21.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:21.0
03:21.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:21.0
03:21.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-86,03:21.1
03:21.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:21.1
03:21.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-87,03:21.4
03:21.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-80,03:21.4
03:21.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:21.4
03:21.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,03:21.4
03:21.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-50,03:21.4
03:21.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-80,03:21.5
03:21.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,03:21.7
03:21.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-78,03:21.7
03:21.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:21.8
03:21.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-48,03:21.9
03:21.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,03:21.9
03:21.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-73,03:21.9
03:22.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,03:22.2
03:22.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-73,03:22.2
03:22.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:22.2
03:22.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,03:22.3
03:22.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-83,03:22.3
03:22.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-48,03:22.3
03:22.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-73,03:22.6
03:22.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-82,03:22.7
03:22.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-81,03:22.7
03:22.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,03:22.7
03:22.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-48,03:22.7
03:22.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,03:22.7
03:23.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,03:23.0
03:23.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-73,03:23.1
03:23.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-82,03:23.1
03:23.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,03:23.1
03:23.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-49,03:23.1
03:23.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,03:23.1
03:23.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-49,03:23.4
03:23.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,03:23.4
03:23.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,03:23.5
03:23.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-73,03:23.5
03:23.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:23.5
03:23.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,03:23.5
03:23.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,03:23.7
03:23.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-49,03:23.9
03:23.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-82,03:23.9
03:23.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,03:23.9
03:23.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-73,03:23.9
03:23.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:23.9
03:24.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-82,03:24.2
03:24.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-49,03:24.3
03:24.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-83,03:24.3
03:24.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-81,03:24.3
03:24.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,03:24.3
03:24.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-74,03:24.3
03:24.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-82,03:24.7
03:24.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-49,03:24.7
03:24.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-81,03:24.7
03:24.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,03:24.7
03:24.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-77,03:24.7
03:24.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-75,03:24.7
03:25.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-75,03:25.1
03:25.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-81,03:25.1
03:25.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-49,03:25.1
03:25.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,03:25.1
03:25.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-81,03:25.1
