,device_name,mac_addr,eddystone_instance_id,rssi,timestamp
04:29.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:29.3
04:29.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,04:29.7
04:29.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-42,04:29.7
04:29.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:29.7
04:29.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-96,04:29.7
04:29.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:29.7
04:30.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-97,04:30.0
04:30.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:30.0
04:30.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:30.1
04:30.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-42,04:30.1
04:30.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,04:30.1
04:30.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:30.5
04:30.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,04:30.5
04:30.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-42,04:30.5
04:30.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:30.6
04:30.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-42,04:30.9
04:30.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:30.9
04:30.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-89,04:30.9
04:30.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-96,04:30.9
04:30.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-93,04:30.9
04:31.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-86,04:31.0
04:31.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-42,04:31.1
04:31.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-96,04:31.2
04:31.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-93,04:31.2
04:31.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-86,04:31.3
04:31.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:31.3
04:31.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-88,04:31.3
04:31.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-86,04:31.7
04:31.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-42,04:31.7
04:31.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:31.7
04:31.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,04:31.7
04:31.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-92,04:31.7
04:31.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-94,04:31.7
04:32.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-43,04:32.0
04:32.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,04:32.0
04:32.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-97,04:32.1
04:32.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:32.1
04:32.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:32.2
04:32.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:32.2
04:32.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-97,04:32.3
04:32.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:32.5
04:32.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:32.5
04:32.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,04:32.5
04:32.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:32.6
04:32.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:32.6
04:32.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:32.8
04:32.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-98,04:32.8
04:32.9,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,04:32.9
04:32.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:32.9
04:33.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-43,04:33.0
04:33.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:33.0
04:33.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,04:33.3
04:33.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:33.3
04:33.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-100,04:33.3
04:33.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:33.3
04:33.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-42,04:33.4
04:33.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:33.4
04:33.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:33.6
04:33.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-97,04:33.6
04:33.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-43,04:33.7
04:33.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,04:33.7
04:33.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:33.7
04:33.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:33.8
04:33.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-98,04:33.8
04:34.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-43,04:34.1
04:34.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:34.1
04:34.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,04:34.1
04:34.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-92,04:34.1
04:34.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-88,04:34.2
04:34.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-43,04:34.5
04:34.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:34.5
04:34.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,04:34.6
04:34.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-92,04:34.6
04:34.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-97,04:34.6
04:34.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:34.6
04:34.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:34.8
04:34.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-43,04:34.9
04:35.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,04:35.0
04:35.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-92,04:35.0
04:35.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-96,04:35.0
04:35.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:35.0
04:35.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-92,04:35.3
04:35.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-98,04:35.3
04:35.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-88,04:35.3
04:35.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:35.4
04:35.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:35.4
04:35.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-81,04:35.4
04:35.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-88,04:35.7
04:35.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-92,04:35.7
04:35.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:35.8
04:35.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:35.8
04:35.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-79,04:35.8
04:36.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-98,04:36.0
04:36.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:36.1
04:36.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:36.1
04:36.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-79,04:36.1
04:36.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:36.2
04:36.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:36.2
04:36.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:36.5
04:36.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:36.5
04:36.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-79,04:36.6
04:36.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:36.6
04:36.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:36.6
04:37.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,04:37.0
04:37.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,04:37.0
04:37.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-89,04:37.0
04:37.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:37.0
04:37.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-83,04:37.1
04:37.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-98,04:37.2
04:37.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-93,04:37.3
04:37.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-83,04:37.4
04:37.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,04:37.4
04:37.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,04:37.4
04:37.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:37.5
04:37.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,04:37.6
04:37.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:37.7
04:37.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-83,04:37.8
04:37.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-85,04:37.8
04:37.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:37.9
04:38.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:38.1
04:38.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:38.2
04:38.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-83,04:38.2
04:38.2,AgileVision Beacon,E6:19:C3:98:50:7C,4,-85,04:38.2
04:38.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,04:38.4
04:38.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,04:38.6
04:38.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:38.6
04:38.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-83,04:38.6
04:38.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-85,04:38.6
04:39.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:39.0
04:39.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:39.0
04:39.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-84,04:39.1
04:39.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:39.1
04:39.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-93,04:39.1
04:39.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-95,04:39.2
04:39.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-92,04:39.2
04:39.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:39.4
04:39.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:39.5
04:39.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-85,04:39.5
04:39.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:39.5
04:39.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-94,04:39.8
04:39.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:39.9
04:39.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:39.9
04:39.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-84,04:39.9
04:39.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,04:39.9
04:40.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-93,04:40.0
04:40.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-85,04:40.1
04:40.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,04:40.1
04:40.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-98,04:40.2
04:40.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:40.3
04:40.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:40.3
04:40.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,04:40.6
04:40.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,04:40.6
04:40.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-91,04:40.7
04:40.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:40.7
04:40.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:40.7
04:40.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-85,04:40.9
04:41.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:41.0
04:41.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,04:41.0
04:41.1,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-92,04:41.1
04:41.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:41.1
04:41.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-100,04:41.2
04:41.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-83,04:41.4
04:41.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:41.4
04:41.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-86,04:41.5
04:41.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-89,04:41.5
04:41.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:41.5
04:41.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:41.8
04:41.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:41.8
04:41.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:41.9
04:41.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-89,04:41.9
04:41.9,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:41.9
04:41.9,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,04:41.9
04:42.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:42.3
04:42.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,04:42.3
04:42.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:42.3
04:42.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-88,04:42.3
04:42.3,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:42.3
04:42.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,04:42.3
04:42.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:42.6
04:42.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:42.7
04:42.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:42.7
04:42.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:42.7
04:42.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-88,04:42.7
04:42.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,04:42.7
04:43.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:43.0
04:43.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,04:43.0
04:43.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:43.1
04:43.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:43.1
04:43.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,04:43.1
04:43.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:43.1
04:43.5,AgileVision Beacon,E6:19:C3:98:50:7C,4,-88,04:43.5
04:43.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:43.5
04:43.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-82,04:43.5
04:43.5,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:43.5
04:43.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,04:43.5
04:43.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:43.5
04:43.7,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,04:43.7
04:43.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:43.8
04:43.8,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-83,04:43.8
04:43.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:43.9
04:44.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:44.0
04:44.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:44.0
04:44.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:44.2
04:44.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:44.3
04:44.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:44.3
04:44.3,AgileVision Beacon,E6:19:C3:98:50:7C,4,-88,04:44.3
04:44.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,04:44.3
04:44.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:44.4
04:44.6,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,04:44.6
04:44.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:44.6
04:44.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-83,04:44.6
04:44.7,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:44.7
04:44.7,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:44.7
04:44.7,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:44.7
04:45.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:45.0
04:45.1,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:45.1
04:45.1,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,04:45.1
04:45.1,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,04:45.1
04:45.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:45.1
04:45.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,04:45.2
04:45.4,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-79,04:45.4
04:45.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-45,04:45.4
04:45.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,04:45.4
04:45.5,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:45.5
04:45.5,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-84,04:45.5
04:45.5,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:45.5
04:45.7,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:45.7
04:45.9,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:45.9
04:45.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:45.9
04:46.0,AgileVision Beacon,E6:19:C3:98:50:7C,4,-88,04:46.0
04:46.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:46.0
04:46.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-87,04:46.2
04:46.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-85,04:46.2
04:46.3,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:46.3
04:46.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:46.3
04:46.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-86,04:46.4
04:46.4,AgileVision Beacon,E6:19:C3:98:50:7C,4,-87,04:46.4
04:46.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-80,04:46.8
04:46.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-87,04:46.8
04:46.8,AgileVision Beacon,E6:19:C3:98:50:7C,4,-88,04:46.8
04:46.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-44,04:46.8
04:47.1,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,04:47.1
04:47.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,04:47.2
04:47.2,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-86,04:47.2
04:47.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:47.2
04:47.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:47.2
04:47.5,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,04:47.5
04:47.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,04:47.6
04:47.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:47.6
04:47.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:47.6
04:47.6,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:47.6
04:47.9,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:47.9
04:47.9,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,04:47.9
04:48.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:48.0
04:48.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,04:48.0
04:48.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:48.0
04:48.3,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,04:48.3
04:48.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:48.3
04:48.3,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:48.3
04:48.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-47,04:48.4
04:48.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,04:48.4
04:48.7,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,04:48.7
04:48.8,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:48.8
04:48.8,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:48.8
04:48.8,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,04:48.8
04:48.8,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,04:48.8
04:49.1,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:49.1
04:49.2,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,04:49.2
04:49.2,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:49.2
04:49.2,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,04:49.2
04:49.2,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-81,04:49.2
04:49.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-89,04:49.4
04:49.6,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-84,04:49.6
04:49.6,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,04:49.6
04:49.6,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,04:49.6
04:49.6,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:49.6
04:49.9,AgileVision Beacon,E6:19:C3:98:50:7C,4,-99,04:49.9
04:50.0,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:50.0
04:50.0,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-78,04:50.0
04:50.0,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,04:50.0
04:50.0,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-90,04:50.0
04:50.0,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:50.0
04:50.3,AgileVision Beacon,C8:7E:06:A7:D7:3E,1,-82,04:50.3
04:50.4,AgileVision Beacon,C1:E2:F7:D0:6B:8C,6,-85,04:50.4
04:50.4,AgileVision Beacon,D9:77:0F:A8:70:38,2,-46,04:50.4
04:50.4,AgileVision Beacon,F7:7C:03:9B:24:1D,5,-77,04:50.4
04:50.4,AgileVision Beacon,FB:48:A7:41:3F:C8,3,-91,04:50.4
